100
0.0000000e+00 5.3308430e+01
1.7171717e-01 5.3308385e+01
3.4343434e-01 5.3308301e+01
5.1515152e-01 5.3308216e+01
6.8686869e-01 5.3308052e+01
8.5858586e-01 5.3307790e+01
1.0303030e+00 5.3307528e+01
1.2020202e+00 5.3306947e+01
1.3737374e+00 5.3306136e+01
1.5454545e+00 5.3305325e+01
1.7171717e+00 5.3303323e+01
1.8888889e+00 5.3300839e+01
2.0606061e+00 5.3298356e+01
2.2323232e+00 5.3291733e+01
2.4040404e+00 5.3284345e+01
2.5757576e+00 5.3276957e+01
2.7474747e+00 5.3256995e+01
2.9191919e+00 5.3236721e+01
3.0909091e+00 5.3213639e+01
3.2626263e+00 5.3167235e+01
3.4343434e+00 5.3120831e+01
3.6060606e+00 5.3066472e+01
3.7777778e+00 5.2986802e+01
3.9494949e+00 5.2907131e+01
4.1212121e+00 5.2818848e+01
4.2929293e+00 5.2715953e+01
4.4646465e+00 5.2613058e+01
4.6363636e+00 5.2505594e+01
4.8080808e+00 5.2393609e+01
4.9797980e+00 5.2281623e+01
5.1515152e+00 5.2168249e+01
5.3232323e+00 5.2054074e+01
5.4949495e+00 5.1939899e+01
5.6666667e+00 5.1825519e+01
5.8383838e+00 5.1711076e+01
6.0101010e+00 5.1596634e+01
6.1818182e+00 5.1482173e+01
6.3535354e+00 5.1367709e+01
6.5252525e+00 5.1253244e+01
6.6969697e+00 5.1138734e+01
6.8686869e+00 5.1024224e+01
7.0404040e+00 5.0909715e+01
7.2121212e+00 5.0795212e+01
7.3838384e+00 5.0680708e+01
7.5555556e+00 5.0566202e+01
7.7272727e+00 5.0451687e+01
7.8989899e+00 5.0337172e+01
8.0707071e+00 5.0222634e+01
8.2424242e+00 5.0108065e+01
8.4141414e+00 4.9993497e+01
8.5858586e+00 4.9878905e+01
8.7575758e+00 4.9764296e+01
8.9292929e+00 4.9649686e+01
9.1010101e+00 4.9535057e+01
9.2727273e+00 4.9420420e+01
9.4444444e+00 4.9305782e+01
9.6161616e+00 4.9191117e+01
9.7878788e+00 4.9076447e+01
9.9595960e+00 4.8961776e+01
1.0131313e+01 4.8847043e+01
1.0303030e+01 4.8732306e+01
1.0474747e+01 4.8617563e+01
1.0646465e+01 4.8502746e+01
1.0818182e+01 4.8387928e+01
1.0989899e+01 4.8273089e+01
1.1161616e+01 4.8158171e+01
1.1333333e+01 4.8043253e+01
1.1505051e+01 4.7928283e+01
1.1676768e+01 4.7813217e+01
1.1848485e+01 4.7698150e+01
1.2020202e+01 4.7582992e+01
1.2191919e+01 4.7467735e+01
1.2363636e+01 4.7352477e+01
1.2535354e+01 4.7237061e+01
1.2707071e+01 4.7121544e+01
1.2878788e+01 4.7006027e+01
1.3050505e+01 4.6890227e+01
1.3222222e+01 4.6774329e+01
1.3393939e+01 4.6658430e+01
1.3565657e+01 4.6542121e+01
1.3737374e+01 4.6425752e+01
1.3909091e+01 4.6309380e+01
1.4080808e+01 4.6192372e+01
1.4252525e+01 4.6075364e+01
1.4424242e+01 4.5958239e+01
1.4595960e+01 4.5840379e+01
1.4767677e+01 4.5722519e+01
1.4939394e+01 4.5604355e+01
1.5111111e+01 4.5485361e+01
1.5282828e+01 4.5366368e+01
1.5454545e+01 4.5246787e+01
1.5626263e+01 4.5126322e+01
1.5797980e+01 4.5005857e+01
1.5969697e+01 4.4884357e+01
1.6141414e+01 4.4761944e+01
1.6313131e+01 4.4639531e+01
1.6484848e+01 4.4515451e+01
1.6656566e+01 4.4390524e+01
1.6828283e+01 4.4265598e+01
1.7000000e+01 4.4138149e+01
